main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
Books,Fire Cracker,5.0,3,"[""When two patients in a busy St. Louis hospital die as a result of improper medical orders issued through the hospital's computer system, veteran homicide detective Leo Schultz and PJ Gray, head of the Computerized Homicide Investigations Project, suspect that someone is tampering with the hospital system.""]","['From' 'Booklist'
 'P. J. Gray, psychologist and computer whiz, is feeling pretty satisfied with herself after successfully solving her first case as head of the St. Louis Police Department\'s Computerized Homicide Investigations Project. But she doesn\'t have much time to rest on her laurels: someone is using brilliantly engineered computer scams to alter hospital records, making lethal adjustments in prescribed treatments and drug dosages that have caused the deaths of two patients. Using virtual-reality computer simulations, P. J. reenacts the murders, hoping she\'ll find a clue to the killer\'s identity. Instead, she finds that a fiendish computer hacker has prepared a series of horrifying computerized ""clues"" to warn her of more deaths to come. P. J. and her feisty partner, Detective Leo Schultz, combine their considerable skills to mount a devious trap for the killer, who will stop at nothing to exact the revenge he\'s spent his entire life plotting. Kennett\'s gripping, thoroughly entertaining read will appeal to fans of Patricia Cornwell\'s Kay Scarpetta mysteries.'
 'Emily Melton']",13.69,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51YWRR2GREL._SX314_BO1,204,203,200_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Shirley Kennett (Author),['Books' 'Literature & Fiction' 'United States'],"{""Publisher"": ""Kensington (July 1, 1997)"", ""Language"": ""English"", ""Paperback"": ""312 pages"", ""ISBN 10"": ""1575661810"", ""ISBN 13"": ""978-1575661810"", ""Item Weight"": ""1.3 pounds"", ""Dimensions"": ""6.25 x 1.25 x 9.5 inches""}",1575661810,,"Paperback – July 1, 1997","{'avatar': 'https://m.media-amazon.com/images/I/61rBqsmOAEL._SY600_.jpg', 'name': 'Shirley Kennett', 'about': [""I've worn a number of hats, including those of corporate analyst, business systems programmer, independent computer consultant , and pet store employee (the one who cleans the cages), but my writer's hat is by far the most comfortable - and most satisfying - of them all. I've been a mystery fan as long as I can remember, which may have had something to do with growing up in a converted turn-of-the-century funeral home."", ""I've been involved with computers most of my life. In my consulting career, I focused on improving the quality of patient care through computerized clinical applications. Conducting business with clients around the country from my home office, I was a pioneer of telecommuting before the word was commonplace."", 'As Shirley Kennett, I write the PJ Gray series of suspense/police procedural novels and short stories. As Dakota Banks, I write the Mortal Path series of paranormal thrillers.', ""I'm a St. Louis native and a member of the Mystery Writers of America, the American Crime Writers League, Science Fiction and Fantasy Writers of America,Horror Writers Association, and International Thriller Writers. My hobbies are reading (not surprising), gardening, and photography.""]}"
Books,Bisous and Brioche: Classic French Recipes and Family Favorites from a Life in France,4.7,100,"['Shortlisted for a 2021 Taste Canada Award'
 'A book of recipes from the author of the Grape Series memoirs that will transport you to a rustic French cottage surrounded by vineyards, no matter where in the world your kitchen might be.'
 'For years readers of Laura Bradbury’s bestselling Grape Series memoirs have been clamouring for the secrets behind all the mouthwatering meals described in the stories about her life in Beaune, Burgundy. Together with her friend, photographer and cookbook author Rebecca Wellman, Laura shares recipes that have been handed down through her husband Franck’s family or passed on by French friends and neighbours, and that now feature regularly on the menu at her house.'
 'Bisous & Brioche'
 'features classics like vinaigrettes, madeleines, crêpes, crème fraîche, tarts, cassoulet, coq au vin—dishes whose names alone will warm the heart of any Francophile. The recipes are served up with anecdotes about their arrival in Laura’s life and are accompanied by Rebecca’s sun-soaked photos of market visits, meal prep, and lazy lunches in the vineyard.']","['Review'
 '""With its celebration of French essential cooking and stunning photography, this beautiful book should be a fixture of any Francophile kitchen.""―Lindsey Tramuta, author of'
 'The New Paris' 'and' 'The New Parisienne'
 '""An exceptional cookbook filled with simple but elegant recipes that dispel the myth that French cooking is complicated. The recipes and descriptions are a revelation. The mysteries of French cuisine, SOLVED! I think this book might actually improve my marriage."" ―Janice MacLeod, New York Times bestselling author of'
 'Paris Letters'
 '""A feast of a book, chock full of authentic, mouth-watering recipes as well as insider hints and tips to inspire new and seasoned cooks alike. Bon appétit!"" ―Fiona Valpy, bestselling author of'
 'The Dressmaker’s Gift'
 '""Fans of Bradbury’s Grape Series will delight at the chance to bring a little bit of French flavour to their tables.'
 'Bisous & Brioche'
 'brings together recipes handed down through generations with the stories behind them. If you can’t share a glass of wine in Bradbury’s Burgundian kitchen as she prepares a meal for you, this is the next best thing.""―Mardi Michels, author of'
 'In the French Kitchen with Kids' 'About the Author' 'Laura Bradbury'
 'is the author of the novel' 'A Vineyard for Two'
 'and the bestselling Grape Series memoirs, which recount how she followed her heart and found l’amour in the Beaune region of France. Laura, her husband Franck, and their three daughters divide their time between Victoria, BC, and Villers-la-Faye in Burgundy where they own and manage three vacation properties.'
 'Rebecca Wellman'
 'is a photographer who has specialized in food and lifestyle photography, recipe development, and food styling since 2007. In 2017, Rebecca released'
 'First, We Brunch'
 ', a book of recipes and stories from Victoria’s best-loved breakfast joints. Rebecca lives in Victoria, BC, and is a frequent contributor for Vancouver Island’s'
 'EAT Magazine' '.']",44.06,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41cLBhMwKyS._SX361_BO1,204,203,200_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}","Laura Bradbury (Author),  Rebecca Wellman (Author, Photographer)","['Books' 'Cookbooks, Food & Wine' 'Regional & International']","{""Publisher"": ""Touchwood Editions (December 1, 2020)"", ""Language"": ""English"", ""Hardcover"": ""232 pages"", ""ISBN 10"": ""1771513160"", ""ISBN 13"": ""978-1771513166"", ""Item Weight"": ""1.9 pounds"", ""Dimensions"": ""7.5 x 1 x 10 inches""}",1771513160,,"Hardcover – December 1, 2020","{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/9t1c6e1baugl7elr1uo5fbv4e6._SY600_.jpg', 'name': 'Laura Bradbury', 'about': ['Laura Bradbury is the author of the bestselling Grape Series, an award-winning cookbook Bisous and Brioche, the Winemakers Series, and ""huggable"" rom coms such as Oxford Wild.', 'She has a law degree from Keble College, Oxford but Laura’s true love was always storytelling.', ""She married a Frenchman and ran off to France after graduation so she would have something to write about. Now Laura lives between Burgundy, France and an island off Canada's West Coast with her French husband and their three daughters. She can be found writing, reading, or eating snails with a nice glass of Pinot."", 'Sign up for her beloved monthly Grapevine at www.bit.ly/LauraBradburyNewsletter or find her on IG at https://www.instagram.com/laurabradburywriter or www.laurabradbury.com']}"
Books,Local Honey,3.0,4,"['In the 1880s, twenty-year-old Catherine Jane Lynch attends the Central Mississippi Institute for Girls in French Camp. She is tricked by Professor Huerta, husband of Marie Laveau from New Orleans, into going to a voodoo ritual. Huerta has plans to kill her. Her mentally ill stepfather, Tom Lewis Lynch, escapes from prison to help her get away from Huerta. While hiding with her stepfather, Jane finds Confederate gold hidden in a tunnel near the cemetery. Now, everyone wants the gold.']",[],19.99,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41nXGtBNMzL._SX331_BO1,204,203,200_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Jo Stewart Wray (Author),['Books' 'Literature & Fiction'],"{""Publisher"": ""Xlibris (June 26, 2015)"", ""Language"": ""English"", ""Paperback"": ""166 pages"", ""ISBN 10"": ""1503581098"", ""ISBN 13"": ""978-1503581098"", ""Item Weight"": ""8.8 ounces"", ""Dimensions"": ""6 x 0.42 x 9 inches""}",1503581098,,"Paperback – June 26, 2015","{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/f0qa31setadkj3p887mrpih2qf._SY600_.jpg', 'name': 'Jo Stewart Wray', 'about': [""Jo Stewart Wray is the author of Games of Greed, Queen of the World Walkers, Deep South Gold, Local Honey, Deep South Secrets, Voodoo Charlie, Red Rage, and The Cheapskate's Guide to Home Decorating: How to Make, Find, or Buy Inexpensive but Stylish Décor."", ""She also is an indie one of one art-to-wear clothing designer for her brand Wild Flower Heart and owns an antiques store in Kilmichael, MS, Jo Wray's Antiques. Check out more about Jo Stewart Wray at www.shopwildflowerheart.com, Instagram @luvwildflowerheart,or on facebook - Jo Stewart Wray."", 'Send any questions you have to wildflowerheart17@yahoo.com', 'Jo is a retired teacher. She taught for 37 years.']}"
Books,NICET Fire Alarm Systems Level 1 Study Guide,4.4,222,"[""Starting October 1, 2018, the NICET Fire Alarm System exam content for Levels I will be updated to the following references: NFPA 70 2014, NFPA 72 2016, NFPA 101 2015, IBC 2015. This study guide has been updated to the latest codes and standards: NEC 2014 and NFPA 72 2016.Don't take the NICET Fire Alarm Systems Level I Certification Exam until you study this guide....""
 'This study guide includes...'
 '150 questions + DETAILED solution to the question including the method to which you arrive at the answer and the reference code (NFPA 72, NEC and OSHA standard).'
 '150 questions + DETAILED solution to the question including the method to which you arrive at the answer and the reference code (NFPA 72, NEC and OSHA standard).'
 'Each question is a multiple choice (most are 4 choices) similar to the format of the actual NICET exam.'
 'Each question is a multiple choice (most are 4 choices) similar to the format of the actual NICET exam.'
 'Challenging questions to get you ready for the actual exam.'
 'Challenging questions to get you ready for the actual exam.'
 'Solutions to questions are very easy to follow.'
 'Solutions to questions are very easy to follow.'
 'Questions and solutions are essential for practicing for the actual NICET Fire Alarm Systems Level I exam.'
 'Questions and solutions are essential for practicing for the actual NICET Fire Alarm Systems Level I exam.'
 'Includes test tips from the author: an electrical trades instructor with over 10 years of training experience.'
 'Includes test tips from the author: an electrical trades instructor with over 10 years of training experience.'
 '""If you are going to study something, study this guide to pass!""']",[],33.72,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51F8x8VAljL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Henry Nazar (Author),['Books' 'Engineering & Transportation' 'Engineering'],"{""Publisher"": ""Independently published (September 14, 2018)"", ""Language"": ""English"", ""Paperback"": ""157 pages"", ""ISBN 10"": ""172028881X"", ""ISBN 13"": ""978-1720288817"", ""Item Weight"": ""13.4 ounces"", ""Dimensions"": ""8.5 x 0.36 x 11 inches""}",172028881X,,,
Books,"Appropriate: The Houses Of Joseph Esherick (Environmental Design Archives at the University of California, Berkeley Series) (Environmental Design Archives ... University of California, Berkeley Series",4.6,13,"[""The complete designs of Joseph Esherick, one of San Francisco's foremost architects from the 1960s through his death in the late 1990s.Esherick is best known for high-profile public buildings, such as The Cannery at Fisherman's Wharf, the 1968 re-imagining of the old DelMonte cannery that is one of the earliest examples of adaptive re-use of industrial buildings, and the Monterey Bay Aquarium. He also produced a laudable stream of truly classic California homes, influenced less by fashion than by the demands of climate, social structure and suitable technology. A beautifully illustrated book from the distinguished UCBerkeley Landscape Design series.""]",[],151.96,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/61eyG1yBXaL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Marc Treib (Author),['Books' 'Arts & Photography' 'Architecture'],"{""Publisher"": ""William Stout Publishers; First Edition (January 1, 2007)"", ""Language"": ""English"", ""Hardcover"": ""262 pages"", ""ISBN 10"": ""0974621439"", ""ISBN 13"": ""978-0974621432"", ""Item Weight"": ""5.35 pounds""}",0974621439,,"Hardcover – January 1, 2007","{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Marc Treib', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}"
Books,Elegance: A Guide to Quality in Menswear,4.4,26,"['The men\'s fashion editor for ""Town & Country"" examines the current fashions in menswear, garment by garment, offers practical advice on selecting the right clothes, and provides anecdotes on the history of menswear']",[],20.54,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/31+XGpENXBL._SX258_BO1,204,203,200_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",G. Bruce Boyer (Author),[],"{""Publisher"": ""W W Norton & Co Inc; First Edition (January 1, 1987)"", ""Language"": ""English"", ""Paperback"": ""279 pages"", ""ISBN 10"": ""0393304388"", ""ISBN 13"": ""978-0393304381"", ""Item Weight"": ""11.2 ounces"", ""Dimensions"": ""5.75 x 0.75 x 9 inches""}",0393304388,,"Paperback – January 1, 1987","{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'G. Bruce Boyer', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}"
Books,Ed Delahanty in the Emerald Age of Baseball,4.5,18,"['Jerrold Casway’s fascinating biography of legendary baseball player Ed Delahanty (1867–1903) offers a compelling examination of the first “King of Swatsville’s” life and career, including the enigma surrounding his tragic and untimely death. Through Delahanty’s story, Casway traces the evolving character of major league baseball and its effect on the lives and ambitions of its athletes.'
 'Delahanty’s career spanned the last decades of the nineteenth century during a time when the sons of post-famine Irish refugees dominated the sport and changed the playing style of America’s national pastime. In this “Emerald Age” of baseball, Irish-American players comprised 30–50 percent of all players, managers, and team captains. Baseball for Delahanty and other young Irishmen was a ticket out of poverty and into a life of fame and fortune. The allure and promise of celebrity and wealth, however, were disastrous for Delahanty. He found himself enmeshed in desperate contract dealings and a gambling addiction that drove him to alcohol abuse. The owner of the fourth highest lifetime batting average, Delahanty mysteriously disappeared and was found at the bottom of Niagara’s Horseshoe Falls.'
 'This rich biography, which relies on previously unavailable family papers and court transcripts, as well as the colorful sports reporting of the period, will appeal to anyone interested in baseball, sports, or Irish history.']","['Review'
 ""“Long before the Red Sox traded Babe Ruth to the Yankees, Ed Delahanty was the 'King of Swatsville.' A player for the Philadelphia Phillies and the Washington Senators who still holds the record for the fourth highest lifetime batting average, Delahanty “personified the flamboyant, exciting spectator-favorite, the Casey-at-the-bat, Irish slugger” writes Jerrold Casway in""
 'Ed Delahanty in the Emerald Age of Baseball'
 "". He was the “handsome masculine athlete who was expected to live as large as he played.” And he did: Gambling his way into a drinking problem, he turned up dead at the bottom of Niagara's Horseshoe Falls.” ―""
 'The Washington Post'
 '""Jerrold Casway. . . has written a book that takes the romantic sheen off nineteenth-century baseball. The focus of his study is the Hall of Fame outfielder and first baseman Edward Delahanty, one of the most feared batsmen of his time. More substantively, Casway places Delahanty at the fore of the ethnic and labor strife that marked early professional baseball. Poor Ed Delahanty ended up at the bottom of Niagara Falls. Whether he jumped, was pushed, or dumped remains a mystery, although each scenario was plausible given professional baseball\'s penchant for treating its ethnic workforce as interchangeable parts in its myth-making machine."" ―'
 'Journal of American Culture'
 '"". . . Casway provides valuable insight into baseball\'s past, paying tribute to an athlete, who, as fellow Irishman John McGraw noted, was unquestionably'
 'the Babe Ruth of his day.' '"" ―' 'North Dakota Quarterly'
 '“. . . Casway. . . provides a colorful study of the life and times of one of baseball’s earliest sluggers at a time when the game was the unchallenged national pastime. Casway has written a fascinating, carefully researched biography of a long-neglected baseball hero that will appeal to scholars as well as general readers.'
 'Ed Delahanty in the Emerald Age of Baseball'
 'is a valuable contribution to our understanding of the culture and evolution of the national pastime at the turn of the century.” ―'
 'History: Reviews of New Books'
 '“Baseball enthusiasts will find this book one of the most satisfying biographies of recent years. . . Readers who approach this volume from the perspective of Irish Studies will find something even more rewarding in the larger story that underpins Casway’s book. ―'
 'Irish Literary Supplement'
 '“. . . impressive and persuasive. . . Casway. . . shows us how baseball when it was evolving. . . can help us better appreciate the joys and miseries of baseball today.” ―'
 'The Virginia Quarterly Review'
 '“. . . this book presents an interesting picture of the early days of baseball. One hundred years hasn’t really changed the sport. Many young men still come into fame and fortune before they are mature enough to handle it. Delahanty’s demise stands as an eerie precursor to those athletes of the modern era whose careers were cut short by drug use.” ―'
 'The Tampa Tribune'
 '""I recommend Jerrold Casway’s new book. . . . Through Delahanty’s career, Mr. Casway ably tells the story of the wars between the National League and the upstart American League that culminated in the National Agreement and ended in the comparably settled Deadball Era."" ―'
 'New York Sun'
 '“Sad and compelling . . . this is a lucid examination of the ‘behind the scenes’ complexities of the national pasttime. . . . This is not an uplifting story, but it is essential for understanding how difficulties in a fledgling sport led to the unfortunate downfall of a great athlete.” ―'
 'ForeWord'
 '"". . . this is an estimable biography. If Ed Delahanty has been a neglected figure in baseball history, now, thanks to Jerrold Casway\'s dedication and perseverance, he has finally received the kind of thorough treatment he has long deserved."" ―'
 'Journal of Sport History' 'About the Author'
 'Jerrold Casway is professor of history and chair of the Social Sciences/Teacher Education Division at Howard Community College in Columbia, Maryland. He specializes in early modern Irish history and nineteenth-century baseball.']",28.9,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51EZashb2YL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Jerrold Casway (Author),['Books' 'Biographies & Memoirs' 'Historical'],"{""Publisher"": ""University of Notre Dame Press; 1st edition (October 26, 2005)"", ""Language"": ""English"", ""Paperback"": ""400 pages"", ""ISBN 10"": ""0268022917"", ""ISBN 13"": ""978-0268022914"", ""Item Weight"": ""1.35 pounds"", ""Dimensions"": ""6.14 x 0.89 x 9.21 inches""}",0268022917,,"Paperback – Illustrated, October 26, 2005","{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Jerrold I. Casway', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}"
Buy a Kindle,I'll Ride For My Hood: A Salty Love Story,4.6,122,"[""***This is a Spinoff from the Salty Series; Not a Continuance.*** Hood and Paris A few chicks will do anything to claim a spot in Hood’s heart, but he isn’t feeling the thirst buckets like that. Hood doesn’t mind hitting when it’s convenient for him, but there's one he can’t stand. He hates Asia with a passion and the messed up thing about it is, she used to be the love of his life. Asia see’s it like this, if Hood wouldn’t have ever betrayed her she wouldn’t have hooked up with Satan (his ex-homeboy) and things wouldn't be the way the were, but most importantly her mother would still be alive.  After getting revenge on Hood and disappearing for a few years, Asia and Satan are back in 'Sac' (Sacramento, California) and brought back bags full of drama. Obsolete to the fact that there are a few females that are willing to Ride for their Hood, will Asia and Satan's drama backfire in their faces? Paris is a chick that Hood would have never imagined feeling anything for. Paris comes into his life full of surprises and before he knows it, he finds himself head over heels for her. Paris and Hood may get their perfect love story, but what will they have to endure in order to get it? And when they get there, will her undisclosed dealings with the Fed’s push him away from her? Hood isn't the only one with drama, his boy, Scrap and his wife, Irene has drama of their own. Find out what happens when a wife gets tired of her cheating husband. Will he man up and act right or will Scrap lose Irene forever? This explosive read by Aleta L. Williams, is full of lies, secrets, and loads of drama.""]",[],0.0,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51Df8r1JKmS.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Aleta Williams (Author)   Format: Kindle Edition,['Books' 'Literature & Fiction' 'Dramas & Plays'],"{""Publisher"": ""Alana's Book Line; 1st edition (January 5, 2016)"", ""Publication date"": ""January 5, 2016"", ""Language"": ""English"", ""File size"": ""3177 KB"", ""Text to Speech"": ""Enabled"", ""Screen Reader"": ""Supported"", ""Enhanced typesetting"": ""Enabled"", ""X Ray"": ""Not Enabled"", ""Word Wise"": ""Not Enabled"", ""Sticky notes"": ""On Kindle Scribe"", ""Print length"": ""216 pages""}",B01A8H529I,,Kindle Edition,"{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/prjr0aibo811vs12gai1ebpurg._SY600_.jpg', 'name': 'Aleta Williams', 'about': ['Bestselling Author of The Salty: A Ghetto Soap Opera, Why Me? and Why Her? Series.', ""Aleta Williams writes to entertain and inspire. She grew up in Watts, California, a small city located in South Central Los Angeles. She resides in Seal Beach, California, with her husband and three children. Writing for her is a hobby, a stepping stone to where God is taking her. She believes her calling is to become an inspirational/motivational speaker for teens and women who struggled with an abnormal childhood just like her. At six years old, Aleta witnessed her mothers' murder. With no one to help her get through the tragedy, she used anger as a defense mechanism to help her deal with hurt, pain, and loneliness. Aleta later joined a gang, which led her to become a teen mother. Aleta does not believe being a teen parent is the norm and doesn't condone it, but she considers her firstborn was God's way of saving her life. It wasn't until she gave birth to her daughter that the fear of leaving her alone in a world she thought was cruel that she began to change her life around. Aleta finished school. She became a banker for 11yrs until she took her gift to write as an outlet to enjoy life."", 'Twelve years later, Aleta is a ghost writer; she directed her first movie based on her debut In The Hood, formally known as Zipcodez. She also has several books and collaborations.']}"
Books,By Tim Wise White Like Me: Reflections on Race from a Privileged Son [Paperback],5.0,6,[],[],None,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41jKmJfOFIL._SX303_BO1,204,203,200_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",,[],{},B00RWSPUK8,,Unknown Binding,
Books,The Liquor King of the Blue Ridge and Other Stories of Aho,5.0,4,['The Liquor King of the Blue Ridge is at name given to George Storie who led the fight against Prohibition in the Blue Ridge Community of Watauga County North Carolina in the early part of the 20th century. He was given this name by the local newspaper and the people who were fighting for Prohibition.'],[],8.0,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51Js-1KGdoL._SX331_BO1,204,203,200_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Roy Ellis Weaver (Author),['Books' 'History'],"{""Publisher"": ""CreateSpace Independent Publishing Platform (August 22, 2015)"", ""Language"": ""English"", ""Paperback"": ""98 pages"", ""ISBN 10"": ""1515289036"", ""ISBN 13"": ""978-1515289036"", ""Item Weight"": ""0.317 ounces"", ""Dimensions"": ""6 x 0.23 x 9 inches""}",1515289036,,"Paperback – August 22, 2015","{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Roy Ellis Weaver', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}"
Books,Outage,4.8,5,"[""When newlyweds Abby and Rob awaken, the power is out, the neighborhood is covered in snow, and the house is freezing. They'll soon find out that the storm is the least of their worries. Somewhere outside, something else is lurking. Waiting for the chance to strike...""]","['About the Author'
 'T.W. Piperbrook was born and raised in Connecticut, where he still resides today. He is the author of the best-selling CONTAMINATION series, the author of OUTAGE, and the co-author of THE LAST SURVIVORS. He lives with his wife, a son, and the spirit of his Boston Terrier.']",8.99,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51+VfZjTZxL._SY344_BO1,204,203,200_.jpg'],
      dtype=object), 'thumb': array([None], dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",T. W. Piperbrook (Author),['Books' 'Literature & Fiction' 'Genre Fiction'],"{""Publisher"": ""CreateSpace Independent Publishing Platform (June 25, 2014)"", ""Language"": ""English"", ""Paperback"": ""122 pages"", ""ISBN 10"": ""1500256897"", ""ISBN 13"": ""978-1500256890"", ""Item Weight"": ""6.1 ounces"", ""Dimensions"": ""6 x 0.28 x 9 inches""}",1500256897,,"Paperback – June 25, 2014","{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/tkvsgk32i0idoh6kgkri32he6t._SY600_.jpg', 'name': 'T.W. Piperbrook', 'about': [""For NEW RELEASE ALERTS AND A FREE STORY, sign up for the author's mailing list at: http://eepurl.com/qy_SH"", 'LIKE him on Facebook at: www.facebook.com/twpiperbrook', 'T.W. Piperbrook lives in Connecticut with his wife and son. He is the author of the CONTAMINATION series, the OUTAGE series, and co-author of THE LAST SURVIVORS. In his former lives, he has worked as a claims adjuster, a touring musician, and a business systems analyst for a Fortune 500 company.', 'Now he spends his days fighting zombies, battling werewolves, and roaming Ancient cities.', 'ALIVE AGAIN (Brand New Post-Apocalyptic Zombie Series) Books 1 and 2 out NOW!', 'The Sandstorm Series - New Sci-Fi Dystopian Series! (Complete)', 'SANDSTORM - BOOK 1 OUT NOW!', 'WINDSWEPT - BOOK 2 OUT NOW!', 'DUSTBORN - BOOK 3 OUT NOW!', 'WAR TORN - BOOK 4 (FINAL BOOK) JUST RELEASED JANUARY 2020!', 'CONTAMINATION SERIES:', 'Contamination Prequel - FREE', 'Contamination 1: The Onset', 'Contamination 2: Crossroads', 'Contamination 3: Wasteland', 'Contamination 4: Escape', 'Contamination 5: Survival', 'Contamination 6: Sanctuary', 'Contamination 7: Resistance', 'Contamination: Dead Instinct (Standalone)', 'OUTAGE HORROR SUSPENSE SERIES (Complete):', 'Outage', 'Outage 2: The Awakening', 'Outage 3: Vengeance', 'Outage 4: The Reckoning', 'Outage 5: The Change', 'Outage: Control (SHORT ""EPILOGUE"" STORY TO BE READ AT END OF SERIES, NOT A STANDALONE)', 'THE LAST SURVIVORS SERIES (w/Bobby Adair - Complete):', 'The Last Survivors (Book One)', 'The Last Escape (Book Two)', 'The Last Humanity (Book Three)', 'The Last Command - (Book Four)', 'The Last Refuge (Book Five)', 'The Last Conquest (Book Six)', 'THE RUINS (SEQUEL SERIES TO THE LAST SURVIVORS - Complete):', 'The Ruins Book 1', 'The Ruins Book 2', 'The Ruins Book 3', 'The Ruins Book 4 (JUST RELEASED JANUARY 2018!)', 'Check out the Contamination Prequel - FREE Zombie book for kindle out now.']}"
